"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master économie du développement durable, de l'environnement et de l'énergie. Parcours environnement","Sciences, Technologie, Santé","Economie","L’objectif du Master est de permettre la mobilisation de domaines de compétences multiples (économie, sciences de l'ingénieur, sciences du vivant) et la maîtrise des outils (analyse économique, modélisation, analyse institutionnelle, gouvernance) par de futurs chercheurs et cadres de haut niveau afin qu'ils inscrivent leurs actions dans une logique de gouvernance durable. Il s'agit de leur offrir une bonne compréhension des enjeux et concepts et de leur permettre de répondre avec pertinence et créativité aux défis du XXI° siècle : pressions sur l'environnement, inégalités Nord‐Sud, démographie, structuration du tissu économique à l'échelle locale et globale…","Bac+4","Bac+5","1.0","Non indiqué","http://www.master-eddee.fr/presentation/cursus-m2-economie-de-lenvironnement/liste-des-cours ","Oui","Non indiqué","Méthodes d'évaluation et instruments des politiques environnementales","Non indiqué","Obligatoire","2.0","20.0","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master économie du développement durable, de l'environnement et de l'énergie. Parcours environnement","Sciences, Technologie, Santé","Economie","L’objectif du Master est de permettre la mobilisation de domaines de compétences multiples (économie, sciences de l'ingénieur, sciences du vivant) et la maîtrise des outils (analyse économique, modélisation, analyse institutionnelle, gouvernance) par de futurs chercheurs et cadres de haut niveau afin qu'ils inscrivent leurs actions dans une logique de gouvernance durable. Il s'agit de leur offrir une bonne compréhension des enjeux et concepts et de leur permettre de répondre avec pertinence et créativité aux défis du XXI° siècle : pressions sur l'environnement, inégalités Nord‐Sud, démographie, structuration du tissu économique à l'échelle locale et globale…","Bac+4","Bac+5","1.0","Non indiqué","http://www.master-eddee.fr/presentation/cursus-m2-economie-de-lenvironnement/liste-des-cours ","Oui","Non indiqué","Economie et politique de l'environnement","Non indiqué","Obligatoire","2.0","20.0","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master économie du développement durable, de l'environnement et de l'énergie. Parcours environnement","Sciences, Technologie, Santé","Economie","L’objectif du Master est de permettre la mobilisation de domaines de compétences multiples (économie, sciences de l'ingénieur, sciences du vivant) et la maîtrise des outils (analyse économique, modélisation, analyse institutionnelle, gouvernance) par de futurs chercheurs et cadres de haut niveau afin qu'ils inscrivent leurs actions dans une logique de gouvernance durable. Il s'agit de leur offrir une bonne compréhension des enjeux et concepts et de leur permettre de répondre avec pertinence et créativité aux défis du XXI° siècle : pressions sur l'environnement, inégalités Nord‐Sud, démographie, structuration du tissu économique à l'échelle locale et globale…","Bac+4","Bac+5","1.0","Non indiqué","http://www.master-eddee.fr/presentation/cursus-m2-economie-de-lenvironnement/liste-des-cours ","Oui","Non indiqué","Théories de la gestion sociale de l'environnement","Non indiqué","Obligatoire","2.0","20.0","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master économie du développement durable, de l'environnement et de l'énergie. Parcours environnement","Sciences, Technologie, Santé","Economie","L’objectif du Master est de permettre la mobilisation de domaines de compétences multiples (économie, sciences de l'ingénieur, sciences du vivant) et la maîtrise des outils (analyse économique, modélisation, analyse institutionnelle, gouvernance) par de futurs chercheurs et cadres de haut niveau afin qu'ils inscrivent leurs actions dans une logique de gouvernance durable. Il s'agit de leur offrir une bonne compréhension des enjeux et concepts et de leur permettre de répondre avec pertinence et créativité aux défis du XXI° siècle : pressions sur l'environnement, inégalités Nord‐Sud, démographie, structuration du tissu économique à l'échelle locale et globale…","Bac+4","Bac+5","1.0","Non indiqué","http://www.master-eddee.fr/presentation/cursus-m2-economie-de-lenvironnement/liste-des-cours ","Oui","Non indiqué","Macrodynamique appliquée aux problématiques de la pollution et des ressources naturelles","Non indiqué","Optionnel","2.0","20.0","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master économie du développement durable, de l'environnement et de l'énergie. Parcours environnement","Sciences, Technologie, Santé","Economie","L’objectif du Master est de permettre la mobilisation de domaines de compétences multiples (économie, sciences de l'ingénieur, sciences du vivant) et la maîtrise des outils (analyse économique, modélisation, analyse institutionnelle, gouvernance) par de futurs chercheurs et cadres de haut niveau afin qu'ils inscrivent leurs actions dans une logique de gouvernance durable. Il s'agit de leur offrir une bonne compréhension des enjeux et concepts et de leur permettre de répondre avec pertinence et créativité aux défis du XXI° siècle : pressions sur l'environnement, inégalités Nord‐Sud, démographie, structuration du tissu économique à l'échelle locale et globale…","Bac+4","Bac+5","1.0","Non indiqué","http://www.master-eddee.fr/presentation/cursus-m2-economie-de-lenvironnement/liste-des-cours ","Non indiqué","Non indiqué","Economie de l'eau","Non indiqué","Optionnel","2.0","20.0","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master économie du développement durable, de l'environnement et de l'énergie. Parcours environnement","Sciences, Technologie, Santé","Economie","L’objectif du Master est de permettre la mobilisation de domaines de compétences multiples (économie, sciences de l'ingénieur, sciences du vivant) et la maîtrise des outils (analyse économique, modélisation, analyse institutionnelle, gouvernance) par de futurs chercheurs et cadres de haut niveau afin qu'ils inscrivent leurs actions dans une logique de gouvernance durable. Il s'agit de leur offrir une bonne compréhension des enjeux et concepts et de leur permettre de répondre avec pertinence et créativité aux défis du XXI° siècle : pressions sur l'environnement, inégalités Nord‐Sud, démographie, structuration du tissu économique à l'échelle locale et globale…","Bac+4","Bac+5","1.0","Non indiqué","http://www.master-eddee.fr/presentation/cursus-m2-economie-de-lenvironnement/liste-des-cours ","Oui","Non indiqué","Gestion de l'environnement","Non indiqué","Optionnel","2.0","20.0","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master économie du développement durable, de l'environnement et de l'énergie. Parcours environnement","Sciences, Technologie, Santé","Economie","L’objectif du Master est de permettre la mobilisation de domaines de compétences multiples (économie, sciences de l'ingénieur, sciences du vivant) et la maîtrise des outils (analyse économique, modélisation, analyse institutionnelle, gouvernance) par de futurs chercheurs et cadres de haut niveau afin qu'ils inscrivent leurs actions dans une logique de gouvernance durable. Il s'agit de leur offrir une bonne compréhension des enjeux et concepts et de leur permettre de répondre avec pertinence et créativité aux défis du XXI° siècle : pressions sur l'environnement, inégalités Nord‐Sud, démographie, structuration du tissu économique à l'échelle locale et globale…","Bac+4","Bac+5","1.0","Non indiqué","http://www.master-eddee.fr/presentation/cursus-m2-economie-de-lenvironnement/liste-des-cours ","Oui","Non","Environnement et commerce international","Non indiqué","Optionnel","2.0","20.0","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master économie du développement durable, de l'environnement et de l'énergie. Parcours environnement","Sciences, Technologie, Santé","Economie","L’objectif du Master est de permettre la mobilisation de domaines de compétences multiples (économie, sciences de l'ingénieur, sciences du vivant) et la maîtrise des outils (analyse économique, modélisation, analyse institutionnelle, gouvernance) par de futurs chercheurs et cadres de haut niveau afin qu'ils inscrivent leurs actions dans une logique de gouvernance durable. Il s'agit de leur offrir une bonne compréhension des enjeux et concepts et de leur permettre de répondre avec pertinence et créativité aux défis du XXI° siècle : pressions sur l'environnement, inégalités Nord‐Sud, démographie, structuration du tissu économique à l'échelle locale et globale…","Bac+4","Bac+5","1.0","Non indiqué","http://www.master-eddee.fr/presentation/cursus-m2-economie-de-lenvironnement/liste-des-cours ","Oui","Non indiqué","Economie industrielle et développement durable","Non indiqué","Optionnel","2.0","20.0","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master économie du développement durable, de l'environnement et de l'énergie. Parcours environnement","Sciences, Technologie, Santé","Economie","L’objectif du Master est de permettre la mobilisation de domaines de compétences multiples (économie, sciences de l'ingénieur, sciences du vivant) et la maîtrise des outils (analyse économique, modélisation, analyse institutionnelle, gouvernance) par de futurs chercheurs et cadres de haut niveau afin qu'ils inscrivent leurs actions dans une logique de gouvernance durable. Il s'agit de leur offrir une bonne compréhension des enjeux et concepts et de leur permettre de répondre avec pertinence et créativité aux défis du XXI° siècle : pressions sur l'environnement, inégalités Nord‐Sud, démographie, structuration du tissu économique à l'échelle locale et globale…","Bac+4","Bac+5","1.0","Non indiqué","http://www.master-eddee.fr/presentation/cursus-m2-economie-de-lenvironnement/liste-des-cours ","Oui","Non indiqué","Economie du changement climatique","Non indiqué","Optionnel","2.0","20.0","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master économie du développement durable, de l'environnement et de l'énergie. Parcours environnement","Sciences, Technologie, Santé","Economie","L’objectif du Master est de permettre la mobilisation de domaines de compétences multiples (économie, sciences de l'ingénieur, sciences du vivant) et la maîtrise des outils (analyse économique, modélisation, analyse institutionnelle, gouvernance) par de futurs chercheurs et cadres de haut niveau afin qu'ils inscrivent leurs actions dans une logique de gouvernance durable. Il s'agit de leur offrir une bonne compréhension des enjeux et concepts et de leur permettre de répondre avec pertinence et créativité aux défis du XXI° siècle : pressions sur l'environnement, inégalités Nord‐Sud, démographie, structuration du tissu économique à l'échelle locale et globale…","Bac+4","Bac+5","1.0","Non indiqué","http://www.master-eddee.fr/presentation/cursus-m2-economie-de-lenvironnement/liste-des-cours ","Non indiqué","Non indiqué","Théorie des contrats appliquée au développement durable","Non indiqué","Optionnel","2.0","20.0","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master économie du développement durable, de l'environnement et de l'énergie. Parcours environnement","Sciences, Technologie, Santé","Economie","L’objectif du Master est de permettre la mobilisation de domaines de compétences multiples (économie, sciences de l'ingénieur, sciences du vivant) et la maîtrise des outils (analyse économique, modélisation, analyse institutionnelle, gouvernance) par de futurs chercheurs et cadres de haut niveau afin qu'ils inscrivent leurs actions dans une logique de gouvernance durable. Il s'agit de leur offrir une bonne compréhension des enjeux et concepts et de leur permettre de répondre avec pertinence et créativité aux défis du XXI° siècle : pressions sur l'environnement, inégalités Nord‐Sud, démographie, structuration du tissu économique à l'échelle locale et globale…","Bac+4","Bac+5","1.0","Non indiqué","http://www.master-eddee.fr/presentation/cursus-m2-economie-de-lenvironnement/liste-des-cours ","Non indiqué","Non indiqué","Finance des matières premières","Non indiqué","Optionnel","2.0","20.0","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master économie du développement durable, de l'environnement et de l'énergie. Parcours environnement","Sciences, Technologie, Santé","Economie","L’objectif du Master est de permettre la mobilisation de domaines de compétences multiples (économie, sciences de l'ingénieur, sciences du vivant) et la maîtrise des outils (analyse économique, modélisation, analyse institutionnelle, gouvernance) par de futurs chercheurs et cadres de haut niveau afin qu'ils inscrivent leurs actions dans une logique de gouvernance durable. Il s'agit de leur offrir une bonne compréhension des enjeux et concepts et de leur permettre de répondre avec pertinence et créativité aux défis du XXI° siècle : pressions sur l'environnement, inégalités Nord‐Sud, démographie, structuration du tissu économique à l'échelle locale et globale…","Bac+4","Bac+5","1.0","Non indiqué","http://www.master-eddee.fr/presentation/cursus-m2-economie-de-lenvironnement/liste-des-cours ","Oui","Non indiqué","Economie de la biodiversité et des services écosystémiques","Non indiqué","Optionnel","3.0","20.0","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master économie du développement durable, de l'environnement et de l'énergie. Parcours environnement","Sciences, Technologie, Santé","Economie","L’objectif du Master est de permettre la mobilisation de domaines de compétences multiples (économie, sciences de l'ingénieur, sciences du vivant) et la maîtrise des outils (analyse économique, modélisation, analyse institutionnelle, gouvernance) par de futurs chercheurs et cadres de haut niveau afin qu'ils inscrivent leurs actions dans une logique de gouvernance durable. Il s'agit de leur offrir une bonne compréhension des enjeux et concepts et de leur permettre de répondre avec pertinence et créativité aux défis du XXI° siècle : pressions sur l'environnement, inégalités Nord‐Sud, démographie, structuration du tissu économique à l'échelle locale et globale…","Bac+4","Bac+5","1.0","Non indiqué","http://www.master-eddee.fr/presentation/cursus-m2-economie-de-lenvironnement/liste-des-cours ","Non indiqué","Non indiqué","Controverses environnementales et anthropologies de la nature","Non indiqué","Optionnel","Non indiqué","50.0","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master économie du développement durable, de l'environnement et de l'énergie. Parcours environnement","Sciences, Technologie, Santé","Economie","L’objectif du Master est de permettre la mobilisation de domaines de compétences multiples (économie, sciences de l'ingénieur, sciences du vivant) et la maîtrise des outils (analyse économique, modélisation, analyse institutionnelle, gouvernance) par de futurs chercheurs et cadres de haut niveau afin qu'ils inscrivent leurs actions dans une logique de gouvernance durable. Il s'agit de leur offrir une bonne compréhension des enjeux et concepts et de leur permettre de répondre avec pertinence et créativité aux défis du XXI° siècle : pressions sur l'environnement, inégalités Nord‐Sud, démographie, structuration du tissu économique à l'échelle locale et globale…","Bac+4","Bac+5","1.0","Non indiqué","http://www.master-eddee.fr/presentation/cursus-m2-economie-de-lenvironnement/liste-des-cours ","Non indiqué","Non indiqué","Ville et énergie","Non indiqué","Optionnel","Non indiqué","12.0","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master économie du développement durable, de l'environnement et de l'énergie. Parcours environnement","Sciences, Technologie, Santé","Economie","L’objectif du Master est de permettre la mobilisation de domaines de compétences multiples (économie, sciences de l'ingénieur, sciences du vivant) et la maîtrise des outils (analyse économique, modélisation, analyse institutionnelle, gouvernance) par de futurs chercheurs et cadres de haut niveau afin qu'ils inscrivent leurs actions dans une logique de gouvernance durable. Il s'agit de leur offrir une bonne compréhension des enjeux et concepts et de leur permettre de répondre avec pertinence et créativité aux défis du XXI° siècle : pressions sur l'environnement, inégalités Nord‐Sud, démographie, structuration du tissu économique à l'échelle locale et globale…","Bac+4","Bac+5","1.0","Non indiqué","http://www.master-eddee.fr/presentation/cursus-m2-economie-de-lenvironnement/liste-des-cours ","Non indiqué","Non indiqué","Géopolitique des ressources énergétiques","Non indiqué","Optionnel","Non indiqué","12.0","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master économie du développement durable, de l'environnement et de l'énergie. Parcours environnement","Sciences, Technologie, Santé","Economie","L’objectif du Master est de permettre la mobilisation de domaines de compétences multiples (économie, sciences de l'ingénieur, sciences du vivant) et la maîtrise des outils (analyse économique, modélisation, analyse institutionnelle, gouvernance) par de futurs chercheurs et cadres de haut niveau afin qu'ils inscrivent leurs actions dans une logique de gouvernance durable. Il s'agit de leur offrir une bonne compréhension des enjeux et concepts et de leur permettre de répondre avec pertinence et créativité aux défis du XXI° siècle : pressions sur l'environnement, inégalités Nord‐Sud, démographie, structuration du tissu économique à l'échelle locale et globale…","Bac+4","Bac+5","1.0","Non indiqué","http://www.master-eddee.fr/presentation/cursus-m2-economie-de-lenvironnement/liste-des-cours ","Non indiqué","Non indiqué","Droit et énergies renouvelables","Non indiqué","Optionnel","Non indiqué","12.0","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master économie du développement durable, de l'environnement et de l'énergie. Parcours énergie","Sciences, Technologie, Santé","Economie","L’objectif du Master est de permettre la mobilisation de domaines de compétences multiples (économie, sciences de l'ingénieur, sciences du vivant) et la maîtrise des outils (analyse économique, modélisation, analyse institutionnelle, gouvernance) par de futurs chercheurs et cadres de haut niveau afin qu'ils inscrivent leurs actions dans une logique de gouvernance durable. Il s'agit de leur offrir une bonne compréhension des enjeux et concepts et de leur permettre de répondre avec pertinence et créativité aux défis du XXI° siècle : pressions sur l'environnement, inégalités Nord‐Sud, démographie, structuration du tissu économique à l'échelle locale et globale…","Bac+4","Bac+5","1.0","Non indiqué","http://www.enpc.fr/sites/enpc.fr/files/ckfinder/files/DE/Masters/EDDEE/Brochure%20EDDEE%20energie%2011-12.pdf ","Improbable","Oui","Economie et géopolitique de l'énergie","Chaînes énergétiques, ressources, réserves, prix, analyse des liens entre développement économique et besoins énergétiques, politique énergétique européenne.","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master économie du développement durable, de l'environnement et de l'énergie. Parcours énergie","Sciences, Technologie, Santé","Economie","L’objectif du Master est de permettre la mobilisation de domaines de compétences multiples (économie, sciences de l'ingénieur, sciences du vivant) et la maîtrise des outils (analyse économique, modélisation, analyse institutionnelle, gouvernance) par de futurs chercheurs et cadres de haut niveau afin qu'ils inscrivent leurs actions dans une logique de gouvernance durable. Il s'agit de leur offrir une bonne compréhension des enjeux et concepts et de leur permettre de répondre avec pertinence et créativité aux défis du XXI° siècle : pressions sur l'environnement, inégalités Nord‐Sud, démographie, structuration du tissu économique à l'échelle locale et globale…","Bac+4","Bac+5","1.0","Non indiqué","http://www.enpc.fr/sites/enpc.fr/files/ckfinder/files/DE/Masters/EDDEE/Brochure%20EDDEE%20energie%2011-12.pdf ","Oui","Oui","Analyse des filières de la demande et de l'efficacité énergétique","Cet enseignement propose une analyse technico-économique et environnementale des différentes sources et technologies énergétiques (fossiles, nucléaire et renouvelables) en détaillant les processus de transformation et/ou de transport caractéristiques de chacune d'entre-elles.","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master économie du développement durable, de l'environnement et de l'énergie. Parcours énergie","Sciences, Technologie, Santé","Economie","L’objectif du Master est de permettre la mobilisation de domaines de compétences multiples (économie, sciences de l'ingénieur, sciences du vivant) et la maîtrise des outils (analyse économique, modélisation, analyse institutionnelle, gouvernance) par de futurs chercheurs et cadres de haut niveau afin qu'ils inscrivent leurs actions dans une logique de gouvernance durable. Il s'agit de leur offrir une bonne compréhension des enjeux et concepts et de leur permettre de répondre avec pertinence et créativité aux défis du XXI° siècle : pressions sur l'environnement, inégalités Nord‐Sud, démographie, structuration du tissu économique à l'échelle locale et globale…","Bac+4","Bac+5","1.0","Non indiqué","http://www.enpc.fr/sites/enpc.fr/files/ckfinder/files/DE/Masters/EDDEE/Brochure%20EDDEE%20energie%2011-12.pdf ","Improbable","Oui","Bilans énergétiques - Analyse de la demande et efficacité énergétique","Expliquer la construction et le contenu d'un bilan énergétique, mener des enquêtes dans le secteur de l'énergie, construire un bilan énergétique partiel à un niveau local.","Optionnel","Non indiqué","Non indiqué","Non indiqué","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master économie du développement durable, de l'environnement et de l'énergie. Parcours énergie","Sciences, Technologie, Santé","Economie","L’objectif du Master est de permettre la mobilisation de domaines de compétences multiples (économie, sciences de l'ingénieur, sciences du vivant) et la maîtrise des outils (analyse économique, modélisation, analyse institutionnelle, gouvernance) par de futurs chercheurs et cadres de haut niveau afin qu'ils inscrivent leurs actions dans une logique de gouvernance durable. Il s'agit de leur offrir une bonne compréhension des enjeux et concepts et de leur permettre de répondre avec pertinence et créativité aux défis du XXI° siècle : pressions sur l'environnement, inégalités Nord‐Sud, démographie, structuration du tissu économique à l'échelle locale et globale…","Bac+4","Bac+5","1.0","Non indiqué","http://www.enpc.fr/sites/enpc.fr/files/ckfinder/files/DE/Masters/EDDEE/Brochure%20EDDEE%20energie%2011-12.pdf ","Oui","Non","Economie politique de l'environnement","Analyse économique des causes des dégradations environnementales (Les causes des dégradations environnementales, les méthodes d’évaluation en économie de l’environnement, les instruments des politiques environnementales, la mise en œuvre des politiques environnementales, le développement durable).","Optionnel","Non indiqué","Non indiqué","Non indiqué","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master économie du développement durable, de l'environnement et de l'énergie. Parcours énergie","Sciences, Technologie, Santé","Economie","L’objectif du Master est de permettre la mobilisation de domaines de compétences multiples (économie, sciences de l'ingénieur, sciences du vivant) et la maîtrise des outils (analyse économique, modélisation, analyse institutionnelle, gouvernance) par de futurs chercheurs et cadres de haut niveau afin qu'ils inscrivent leurs actions dans une logique de gouvernance durable. Il s'agit de leur offrir une bonne compréhension des enjeux et concepts et de leur permettre de répondre avec pertinence et créativité aux défis du XXI° siècle : pressions sur l'environnement, inégalités Nord‐Sud, démographie, structuration du tissu économique à l'échelle locale et globale…","Bac+4","Bac+5","1.0","Non indiqué","http://www.enpc.fr/sites/enpc.fr/files/ckfinder/files/DE/Masters/EDDEE/Brochure%20EDDEE%20energie%2011-12.pdf ","Oui","Oui","Energie / Climat / Société : Economie du changement global","Changement énergétique et sécurité énergétique, aspects scientifiques liés aux Changements Climatiques (CC), cadrage normatif de la problématique climatique, impacts et évaluation des coûts des Changements Climatiques, gouvernance mondiale et politiques publiques de lutte contre le CC, impacts économiques de la politique climatique, approche européenne de la lutte contre le réchauffement climatique, finance carbone et économie du CC, mécanismes de flexibilité, problématique méthane, etc.","Optionnel","Non indiqué","Non indiqué","Non indiqué","Cours qui semble plutôt complet.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master économie du développement durable, de l'environnement et de l'énergie. Parcours énergie","Sciences, Technologie, Santé","Economie","L’objectif du Master est de permettre la mobilisation de domaines de compétences multiples (économie, sciences de l'ingénieur, sciences du vivant) et la maîtrise des outils (analyse économique, modélisation, analyse institutionnelle, gouvernance) par de futurs chercheurs et cadres de haut niveau afin qu'ils inscrivent leurs actions dans une logique de gouvernance durable. Il s'agit de leur offrir une bonne compréhension des enjeux et concepts et de leur permettre de répondre avec pertinence et créativité aux défis du XXI° siècle : pressions sur l'environnement, inégalités Nord‐Sud, démographie, structuration du tissu économique à l'échelle locale et globale…","Bac+4","Bac+5","1.0","Non indiqué","http://www.enpc.fr/sites/enpc.fr/files/ckfinder/files/DE/Masters/EDDEE/Brochure%20EDDEE%20energie%2011-12.pdf ","Improbable","Oui","Conduite de projets et analyse technico-économique et environnementale approfondie des filières « Énergies renouvelables et Maîtrise de l’énergie »","Cadre juridique des énergies renouvelables et de la maîtrise de l'énergie, approche économique de l’efficacité énergétique et financement de la maîtrise de
l’énergi, analyse technico-économique et environnementale approfondie des filières
énergies renouvelables","Optionnel","Non indiqué","Non indiqué","Non indiqué","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master économie du développement durable, de l'environnement et de l'énergie. Parcours énergie","Sciences, Technologie, Santé","Economie","L’objectif du Master est de permettre la mobilisation de domaines de compétences multiples (économie, sciences de l'ingénieur, sciences du vivant) et la maîtrise des outils (analyse économique, modélisation, analyse institutionnelle, gouvernance) par de futurs chercheurs et cadres de haut niveau afin qu'ils inscrivent leurs actions dans une logique de gouvernance durable. Il s'agit de leur offrir une bonne compréhension des enjeux et concepts et de leur permettre de répondre avec pertinence et créativité aux défis du XXI° siècle : pressions sur l'environnement, inégalités Nord‐Sud, démographie, structuration du tissu économique à l'échelle locale et globale…","Bac+4","Bac+5","1.0","Non indiqué","http://www.enpc.fr/sites/enpc.fr/files/ckfinder/files/DE/Masters/EDDEE/Brochure%20EDDEE%20energie%2011-12.pdf ","Oui","Oui","Prospective énergétique durable et géopolitique des rapports nord-sud : problématiques spécifiques aux pays en développement","Le but du cours est d’ouvrir les étudiants aux spécificités des pays en développement en matière énergétique : niveaux de consommation et importance de l’énergie pour le développement ; problèmes de financement des infrastructures ; évolution des politiques d’aide au développement et impact de l’action des institutions internationales en matière de restructuration des marchés domestiques (libéralisation-privatisation).","Optionnel","Non indiqué","Non indiqué","Non indiqué","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master systèmes aquatiques et gestion de l'eau","Sciences, Technologie, Santé","","Donner aux étudiants une formation approfondie sur les processus biogéochimiques qui gouvernent la qualité des milieux aquatiques et les interactions de ces milieux dans des environnements régionaux, et d'autre part, de comprendre et connaître les instruments de la gestion de l'eau, qu'il s'agisse des procédés techniques de collecte et de traitement des eaux ou des principales politiques de l'eau mises en œuvre dans différentes régions du monde.","Bac+4","Bac+5","1.0","Non indiqué","http://www.master-sge.com/files/maquette_sage.pdf ","Oui","Non","Droit et gestion de l'eau","Administration de l’environnement, droit de la ressource en eau, politiques de lutte contre la pollution de l’eau, politiques de planification, procédures d’évaluation environnementale et la participation du public, gestion du risque d’inondation, gestion de l’alimentation en eau potable","Non indiqué","Non indiqué","Non indiqué","Non indiqué","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master systèmes aquatiques et gestion de l'eau","Sciences, Technologie, Santé","","Donner aux étudiants une formation approfondie sur les processus biogéochimiques qui gouvernent la qualité des milieux aquatiques et les interactions de ces milieux dans des environnements régionaux, et d'autre part, de comprendre et connaître les instruments de la gestion de l'eau, qu'il s'agisse des procédés techniques de collecte et de traitement des eaux ou des principales politiques de l'eau mises en œuvre dans différentes régions du monde.","Bac+4","Bac+5","2.0","Non indiqué","http://www.master-sge.com/files/maquette_sage.pdf ","Oui","Non","Ecologie aquatique","Fonctionnement des écosystèmes d’eau courante. Altérations, bio-indication et gestion des lacs et plans d’eau. Ecotoxicologie des milieux aquatiques. Méthodes d’évaluation des effets toxiques dans les écosystèmes complexes.","Non indiqué","Non indiqué","Non indiqué","Non indiqué","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master océan, atmosphère, climat, et observations spatiales. ","","","Formation de référence en région parisienne dans les domaines de la compréhension du climat et des changements climatiques, de l'océanographie physique, des mécanismes atmosphériques, et des méthodes d'observatons spatiales. ","Bac+4","Bac+5","1.0","Non indiqué","http://www.enpc.fr/master-oacos-ocean-atmosphere-climat-observations-spatiales ","Non","Oui","An Overview of Atmospheric Dynamics and Energetics","Physique du climat.","Obligatoire","Non indiqué","Non indiqué","Non indiqué","Peu d'informations disponibles en ligne mais le cours est donné par Hervé Le Treut alors on peut supposer que la question du changement climatique sera abordée (en plus de la physique du climat). ","1.0"
