"ETABLISSEMENT","","FORMATION","","","","","","","","","UNITE DE VALEUR (COURS)","","","","","","","","","",""
"Type","Nom","Nom","Domaine","Spécialité","Descriptif","Niveau de diplôme à l'entrée","Niveau de diplôme en sortie","Durée (en années)","Total ECTS","Url de la formation","Questions ENV. au sens large évoquées(oui/non)","Enjeux transition énergétique-climat abordés(oui/non)","Nom du cours","Notions abordées","Cours optionnel ou obligatoire","Nombre de crédits ECTS accordés par ce cours","Durée du cours (en nombre d'heures)","Mode d'évaluation ","Avis critique sur le cours et/ou la formation","Formation initiale ou continue","Comptabilité"
"Ecole_ingénieurs","Mines Nancy","Génie industriel - Analyse de données et data mining","Sciences, Technologie, Santé","Génie industriel","Principales méthodes d'analyse de données et du Data Mining","Non indiqué","Non indiqué","Non pertinent","Non pertinent","https://mines-nancy.univ-lorraine.fr/formation/genie-industriel-analyse-de-donnees-data-mining/ ","Non","Non","","","","","","","","","1.0"
"Ecole_ingénieurs","Mines Nancy","Génie industriel - Chaîne logistique et gestion de production","Sciences, Technologie, Santé","Génie industriel","Modélisation des problèmes de décision et d'organisation liés aux entreprises.","Non indiqué","Non indiqué","Non pertinent","Non pertinent","https://mines-nancy.univ-lorraine.fr/formation/genie-industriel-chaine-logistique-gestion-de-production/","Non","Non","","","","","","","","","1.0"
"Ecole_ingénieurs","Mines Nancy","Génie industriel - Lean management","Sciences, Technologie, Santé","Génie industriel","Digitalisation de la chaîne de valeur","Non indiqué","Non indiqué","Non pertinent","Non pertinent","https://mines-nancy.univ-lorraine.fr/formation/genie-industriel-lean-management/","Non","Non","","","","","","","","","1.0"
"Ecole_ingénieurs","Mines Nancy","Génie industriel - Modélisation et prévision","Sciences, Technologie, Santé","Génie industriel","Etude des techniques qui permettent de prévoir le comportement futur d'un phénomène par une modélisation fondée sur la façon dont il s'est réalisé dans le passé, et sur son contexte","Non indiqué","Non indiqué","Non pertinent","Non pertinent","https://mines-nancy.univ-lorraine.fr/formation/genie-industriel-modelisation-prevision/ ","Non","Non","","","","","","","","","1.0"
"Ecole_ingénieurs","Mines Nancy","Génie industriel - Optimisation discrète","Sciences, Technologie, Santé","Génie industriel","Digitalisation de la chaîne de valeur","Non indiqué","Non indiqué","Non pertinent","Non pertinent","https://mines-nancy.univ-lorraine.fr/formation/genie-industriel-optimisation-discrete/","Non","Non","","","","","","","","","1.0"
"Ecole_ingénieurs","Mines Nancy","Génie industriel - Optimisation discrète approfondie","Sciences, Technologie, Santé","Génie industriel","Digitalisation de la chaîne de valeur","Non indiqué","Non indiqué","Non pertinent","Non pertinent","https://mines-nancy.univ-lorraine.fr/formation/genie-industriel-optimisation-discrete-approfondie/","Non","Non","","","","","","","","","1.0"
"Ecole_ingénieurs","Mines Nancy","Génie industriel - Recherche opérationnelle","Sciences, Technologie, Santé","Génie industriel","Digitalisation de la chaîne de valeur","Non indiqué","Non indiqué","Non pertinent","Non pertinent","https://mines-nancy.univ-lorraine.fr/formation/genie-industriel-recherche-operationnelle/","Non","Non","","","","","","","","","1.0"
"Ecole_ingénieurs","Mines Nancy","Génie industriel - Simulation pour l'aide à la décision","Sciences, Technologie, Santé","Génie industriel","Digitalisation de la chaîne de valeur","Non indiqué","Non indiqué","Non pertinent","Non pertinent","https://mines-nancy.univ-lorraine.fr/formation/genie-industriel-simulation-laide-a-decision/","Non","Non","","","","","","","","","1.0"
"Ecole_ingénieurs","Mines Nancy","Pôle de compétences en environnement souterrain - Aéraulique","Sciences, Technologie, Santé","Construction","Maîtriser les enjeux de l'aéraulique","Non indiqué","Non indiqué","Non pertinent","Non pertinent","https://mines-nancy.univ-lorraine.fr/formation/poces-aeraulique/ ","Non","Non","","","","","","","","","1.0"
"Ecole_ingénieurs","Mines Nancy","Pôle de compétences en environnement souterrain - Introduction à la maîtrise des risques ""systèmes de sécurité incendie""","Sciences, Technologie, Santé","Risques","Formation spécifique aux techniques de travaux souterrains","Non indiqué","Non indiqué","Non pertinent","Non pertinent","https://mines-nancy.univ-lorraine.fr/formation/poces-introduction-aux-systemes-de-securite-incendie/","Non","Non","","","","","","","","","1.0"
"Ecole_ingénieurs","Mines Nancy","Pôle de compétences en environnement souterrain - Maîtrise des risques ""Gestion des risques""","Sciences, Technologie, Santé","Risques","Faire découvrir la gestion des risques en environnement souterrain","Non indiqué","Non indiqué","Non pertinent","Non pertinent","https://mines-nancy.univ-lorraine.fr/formation/poces-maitrise-des-risques-gestion-des-risques/","Oui","Improbable","Contexte et facteurs de risques : géologiques, hydrogéologiques, géotechniques et environnementaux","Non indiqué","Non indiqué","Non pertinent","Non indiqué","Non indiqué","","Formation continue","1.0"
"Ecole_ingénieurs","Mines Nancy","Conception, innovation, produit/service","Sciences, Technologie, Santé","Innovation","Apporter des connaissances sur les différentes formes d'innovation.","Non indiqué","Non indiqué","Non pertinent","Non pertinent","https://mines-nancy.univ-lorraine.fr/formation/formation-conception-innovation-produit-service/","Non","Non","","","","","","","","","1.0"
"Ecole_ingénieurs","Mines Nancy","Concepts de la gestion de production","Sciences, Technologie, Santé","Production","Apporter des connaissances sur les outils de gestion de production","Non indiqué","Non indiqué","Non pertinent","Non pertinent","https://mines-nancy.univ-lorraine.fr/formation/formation-concept-de-la-gestion-de-production/","Non","Non","","","","","","","","","1.0"
"Ecole_ingénieurs","Mines Nancy","Transition écologique et énergétique, biomimétisme","Sciences, Technologie, Santé","Environnement","Connaître les enjeux écologique et énergétique d'une entreprise et avoir les outils nécessaires à la mise en place des transitions écologique et énergétique","Non indiqué","Non indiqué","Non pertinent","Non pertinent","https://mines-nancy.univ-lorraine.fr/formation/formation-transition-ecologique-et-energetique-biomimetisme/","Improbable","Oui","Connaissance du marché de l'énergie","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Pas suffisamment d'informations sur le site internet pour savoir quelles sont les notions abordées et donc se faire un avis sur la formation.","Les deux","1.0"
"Ecole_ingénieurs","Mines Nancy","Transition écologique et énergétique, biomimétisme","Sciences, Technologie, Santé","Environnement","Connaître les enjeux écologique et énergétique d'une entreprise et avoir les outils nécessaires à la mise en place des transitions écologique et énergétique","Non indiqué","Non indiqué","Non pertinent","Non pertinent","https://mines-nancy.univ-lorraine.fr/formation/formation-transition-ecologique-et-energetique-biomimetisme/","Improbable","Oui","Economie circulaire - matière première secondaire, nouvelles ressources","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Pas suffisamment d'informations sur le site internet pour savoir quelles sont les notions abordées et donc se faire un avis sur la formation.","Les deux","1.0"
"Ecole_ingénieurs","Mines Nancy","Transition écologique et énergétique, biomimétisme","Sciences, Technologie, Santé","Environnement","Connaître les enjeux écologique et énergétique d'une entreprise et avoir les outils nécessaires à la mise en place des transitions écologique et énergétique","Non indiqué","Non indiqué","Non pertinent","Non pertinent","https://mines-nancy.univ-lorraine.fr/formation/formation-transition-ecologique-et-energetique-biomimetisme/","Non indiqué","Oui","Concepts de l'écologie industrielle - Ingénierie territoriale, ecoparc - optimisation énergétique des effluents","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Pas suffisamment d'informations sur le site internet pour savoir quelles sont les notions abordées et donc se faire un avis sur la formation.","Les deux","1.0"
"Ecole_ingénieurs","Mines Nancy","Transition économique et managériale, conduite du changement","Sciences, Technologie, Santé","Transition","Apporter les connaissances sur les outils de transitions managériales économiques","Non indiqué","Non indiqué","Non pertinent","Non pertinent","https://mines-nancy.univ-lorraine.fr/formation/transition-economique-et-manageriale-conduite-du-changement/","Oui","Improbable","Place de la RSE dans le management","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Pas suffisamment d'informations sur le site internet pour savoir quelles sont les notions abordées et donc se faire un avis sur la formation.","","1.0"
"Ecole_ingénieurs","Mines Nancy","Transition numérique, digitalisation, cybersécurité","Sciences, Technologie, Santé","Transition","Apporter les connaissances pratiques sur les transitions numériques","Non indiqué","Non indiqué","Non pertinent","Non pertinent","https://mines-nancy.univ-lorraine.fr/formation/formation-transition-numerique-digitalisation-cybersecurite/","Non","Non","","","","","","","","","1.0"
"Ecole_ingénieurs","Mines Nancy","International exchange program : Big data & data science","Sciences, Technologie, Santé","Données","Être en mesure de tirer profit de la grande varité de données existantes et de les transformer en informations.","Bac+4","Bac+5","1.0","Non indiqué","https://mines-nancy.univ-lorraine.fr/formation/international-exchange-program-big-data-data-science/","Non","Non","","","","","","","","","1.0"
"Ecole_ingénieurs","Mines Nancy","International exchange program : Multiscale materials","Sciences, Technologie, Santé","Matériaux","Formation qui fournit des connaissances scientifiques et techniques approfondies pour comprendre comment les structures matérielles, à différentes échelles, influencent les propriétés structurelles et fonctionnelles.","Bac+4","Bac+5","1.0","Non indiqué","https://mines-nancy.univ-lorraine.fr/formation/international-graduate-program-multiscale-materials/","Non","Non","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
